business_unit,week,year,type,total_revenue,avg_revenue,total_quantity
ADVENTURING,37,2019,ARMS & ARMOUR,7347890,12205.79734219269,3253
ADVENTURING,37,2019,JEWELRY,638074,9816.523076923077,335
ADVENTURING,37,2019,MUSICAL INSTRUMENT,933351,9929.265957446809,587
ADVENTURING,37,2019,POTIONS & SCROLLS,2121615,10200.072115384615,1141
ADVENTURING,37,2019,SUMMONING DEVICE,84760,16952,34
ADVENTURING,37,2019,TOOLS & KITS,3740670,10082.66846361186,2096
ADVENTURING,37,2020,ADVENTURING EQUIPMENT,6141671,10101.432565789473,3409
ADVENTURING,37,2020,ANIMALS & TRANSPORTATION,1288212,10305.696,690
ADVENTURING,37,2020,ARMS & ARMOUR,9439079,13620.604617604618,3801
ADVENTURING,37,2020,JEWELRY,774676,11066.8,398
ADVENTURING,37,2020,MUSICAL INSTRUMENT,966734,11373.341176470589,473
ADVENTURING,37,2020,POTIONS & SCROLLS,2101916,10509.58,1079
ADVENTURING,37,2020,SUMMONING DEVICE,17816,8908,7
ADVENTURING,37,2020,TOOLS & KITS,3169578,10158.903846153846,1743
ADVENTURING,37,2021,ADVENTURING EQUIPMENT,5311930,9764.577205882353,2945
ADVENTURING,37,2021,ANIMALS & TRANSPORTATION,1324333,10510.579365079366,731
ADVENTURING,37,2021,ARMS & ARMOUR,9412101,13388.479374110953,3802
ADVENTURING,37,2021,JEWELRY,616686,9487.476923076923,320
ADVENTURING,37,2021,MUSICAL INSTRUMENT,772643,9308.951807228916,397
ADVENTURING,37,2021,POTIONS & SCROLLS,1945082,9677.02487562189,1071
ADVENTURING,37,2021,SUMMONING DEVICE,28323,9441,17
ADVENTURING,37,2021,TOOLS & KITS,3643821,10235.452247191011,1999
ADVENTURING,37,2022,ADVENTURING EQUIPMENT,5022533,9925.954545454546,2785
ADVENTURING,37,2022,ANIMALS & TRANSPORTATION,974875,8782.657657657657,621
ADVENTURING,37,2022,ARMS & ARMOUR,11007883,14295.951948051948,4171
ADVENTURING,37,2022,JEWELRY,625179,9472.40909090909,337
ADVENTURING,37,2022,MUSICAL INSTRUMENT,857277,9853.758620689656,519
ADVENTURING,37,2022,POTIONS & SCROLLS,1828643,10047.489010989011,999
ADVENTURING,37,2022,TOOLS & KITS,2867931,9754.867346938776,1587
ADVENTURING,37,2023,ADVENTURING EQUIPMENT,5215836,10688.188524590163,2833
ADVENTURING,37,2023,ANIMALS & TRANSPORTATION,1281650,11546.396396396396,619
ADVENTURING,37,2023,ARMS & ARMOUR,8664285,13559.131455399061,3465
ADVENTURING,37,2023,JEWELRY,877518,10968.975,451
ADVENTURING,37,2023,MUSICAL INSTRUMENT,810768,10529.454545454546,444
ADVENTURING,37,2023,POTIONS & SCROLLS,1757891,9400.486631016043,925
ADVENTURING,37,2023,TOOLS & KITS,2714176,9763.223021582733,1555
ADVENTURING,38,2019,ADVENTURING EQUIPMENT,6093452,10258.3367003367,3353
ADVENTURING,38,2019,ANIMALS & TRANSPORTATION,1127889,11057.735294117647,563
ADVENTURING,38,2019,ARMS & ARMOUR,6371756,10854.780238500853,3256
ADVENTURING,38,2019,JEWELRY,716523,9553.64,396
ADVENTURING,38,2019,MUSICAL INSTRUMENT,708772,9844.055555555555,379
ADVENTURING,38,2019,POTIONS & SCROLLS,2076546,9983.39423076923,1160
ADVENTURING,38,2019,SUMMONING DEVICE,66919,11153.166666666666,27
ADVENTURING,38,2019,TOOLS & KITS,3107862,10359.54,1608
ADVENTURING,38,2020,ADVENTURING EQUIPMENT,5643689,9815.111304347825,3174
ADVENTURING,38,2020,ANIMALS & TRANSPORTATION,1183473,10115.153846153846,607
ADVENTURING,38,2020,ARMS & ARMOUR,11221826,14883.058355437666,4090
ADVENTURING,38,2020,JEWELRY,462178,9062.313725490196,270
ADVENTURING,38,2020,MUSICAL INSTRUMENT,1027923,11952.593023255815,480
ADVENTURING,38,2020,POTIONS & SCROLLS,1927252,10197.10052910053,1060
ADVENTURING,38,2020,SUMMONING DEVICE,62609,12521.8,35
ADVENTURING,38,2020,TOOLS & KITS,3657218,10102.812154696132,2093
ADVENTURING,38,2021,ADVENTURING EQUIPMENT,5264179,9970.035984848484,2885
ADVENTURING,38,2021,ANIMALS & TRANSPORTATION,1084893,11184.463917525773,538
ADVENTURING,38,2021,ARMS & ARMOUR,9177369,14407.172684458399,3516
ADVENTURING,38,2021,JEWELRY,636312,9942.375,336
ADVENTURING,38,2021,MUSICAL INSTRUMENT,564335,10647.830188679245,270
ADVENTURING,38,2021,POTIONS & SCROLLS,1980852,9854.985074626866,1096
ADVENTURING,38,2021,SUMMONING DEVICE,23669,11834.5,11
ADVENTURING,38,2021,TOOLS & KITS,3183913,9707.051829268292,1732
ADVENTURING,38,2022,ADVENTURING EQUIPMENT,4999719,10120.888663967611,2662
ADVENTURING,38,2022,ANIMALS & TRANSPORTATION,955891,10169.053191489362,491
ADVENTURING,38,2022,ARMS & ARMOUR,10543661,14152.565100671141,4105
ADVENTURING,38,2022,JEWELRY,765260,10628.611111111111,402
ADVENTURING,38,2022,MUSICAL INSTRUMENT,701848,9885.18309859155,358
ADVENTURING,38,2022,POTIONS & SCROLLS,1638584,9257.536723163841,989
ADVENTURING,38,2022,SUMMONING DEVICE,49132,12283,18
ADVENTURING,38,2022,TOOLS & KITS,3250812,9880.887537993922,1911
ADVENTURING,38,2023,ADVENTURING EQUIPMENT,6105556,10419.037542662116,3339
ADVENTURING,38,2023,ANIMALS & TRANSPORTATION,1366314,10273.037593984962,752
ADVENTURING,38,2023,ARMS & ARMOUR,7776031,12074.582298136645,3539
ADVENTURING,38,2023,JEWELRY,753867,9790.48051948052,381
ADVENTURING,38,2023,MUSICAL INSTRUMENT,939391,10322.978021978022,478
ADVENTURING,38,2023,POTIONS & SCROLLS,2315181,10154.302631578947,1287
ADVENTURING,38,2023,SUMMONING DEVICE,37747,9436.75,16
ADVENTURING,38,2023,TOOLS & KITS,3353886,10011.6,1841
ADVENTURING,39,2019,ADVENTURING EQUIPMENT,5348948,10719.334669338677,2802
ADVENTURING,39,2019,ANIMALS & TRANSPORTATION,1193327,10654.705357142857,643
ADVENTURING,39,2019,ARMS & ARMOUR,7543088,12305.200652528549,3360
ADVENTURING,39,2019,JEWELRY,632254,9726.984615384616,379
ADVENTURING,39,2019,MUSICAL INSTRUMENT,799028,10797.675675675675,429
ADVENTURING,39,2019,POTIONS & SCROLLS,1927698,9785.269035532994,1022
ADVENTURING,39,2019,SUMMONING DEVICE,7566,7566,4
ADVENTURING,39,2019,TOOLS & KITS,3228113,9841.807926829268,1781
ADVENTURING,39,2020,ADVENTURING EQUIPMENT,5075847,9761.24423076923,2860
ADVENTURING,39,2020,ANIMALS & TRANSPORTATION,1213261,9944.762295081968,659
ADVENTURING,39,2020,ARMS & ARMOUR,12009569,15739.933158584534,4333
ADVENTURING,39,2020,JEWELRY,498350,9583.653846153846,249
ADVENTURING,39,2020,MUSICAL INSTRUMENT,724787,9412.818181818182,370
ADVENTURING,39,2020,POTIONS & SCROLLS,1404381,9119.357142857143,865
ADVENTURING,39,2020,TOOLS & KITS,2945195,9752.30132450331,1675
ADVENTURING,39,2021,ADVENTURING EQUIPMENT,5438686,10727.191321499015,2783
ADVENTURING,39,2021,ANIMALS & TRANSPORTATION,1080255,10002.361111111111,554
ADVENTURING,39,2021,ARMS & ARMOUR,11177915,15044.300134589503,4129
ADVENTURING,39,2021,JEWELRY,589430,10525.535714285714,299
ADVENTURING,39,2021,MUSICAL INSTRUMENT,701712,9113.142857142857,401
ADVENTURING,39,2021,POTIONS & SCROLLS,1628683,10116.04347826087,891
ADVENTURING,39,2021,SUMMONING DEVICE,32493,16246.5,7
ADVENTURING,39,2021,TOOLS & KITS,3455587,10503.303951367781,1871
ADVENTURING,39,2022,ADVENTURING EQUIPMENT,4746712,9493.424,2797
ADVENTURING,39,2022,ANIMALS & TRANSPORTATION,1098955,10270.607476635514,570
ADVENTURING,39,2022,ARMS & ARMOUR,10346472,13667.730515191546,4096
ADVENTURING,39,2022,JEWELRY,733953,10054.150684931506,413
ADVENTURING,39,2022,MUSICAL INSTRUMENT,724513,9171.050632911392,426
ADVENTURING,39,2022,POTIONS & SCROLLS,1938788,9891.775510204081,1032
ADVENTURING,39,2022,SUMMONING DEVICE,42154,14051.333333333334,20
ADVENTURING,39,2022,TOOLS & KITS,3256982,10439.044871794871,1725
ADVENTURING,39,2023,ADVENTURING EQUIPMENT,5205805,10030.452793834296,2974
ADVENTURING,39,2023,ANIMALS & TRANSPORTATION,1250988,9928.47619047619,667
ADVENTURING,39,2023,ARMS & ARMOUR,9558565,13713.86657101865,3741
ADVENTURING,39,2023,JEWELRY,592673,9877.883333333333,310
ADVENTURING,39,2023,MUSICAL INSTRUMENT,845522,9947.317647058824,512
ADVENTURING,39,2023,POTIONS & SCROLLS,1893176,10123.935828877005,1060
ADVENTURING,39,2023,SUMMONING DEVICE,42435,21217.5,16
ADVENTURING,39,2023,TOOLS & KITS,3197087,10053.732704402515,1735
ADVENTURING,40,2019,ADVENTURING EQUIPMENT,5675249,9835.786828422877,3153
ADVENTURING,40,2019,ANIMALS & TRANSPORTATION,1165858,10695.944954128441,621
ADVENTURING,40,2019,ARMS & ARMOUR,7069403,11743.194352159468,3340
ADVENTURING,40,2019,JEWELRY,770093,10267.906666666666,399
ADVENTURING,40,2019,MUSICAL INSTRUMENT,760657,11353.089552238805,389
ADVENTURING,40,2019,POTIONS & SCROLLS,2561932,10630.423236514524,1347
ADVENTURING,40,2019,SUMMONING DEVICE,32618,10872.666666666666,20
ADVENTURING,40,2019,TOOLS & KITS,3343442,9862.660766961651,1903
ADVENTURING,40,2020,ADVENTURING EQUIPMENT,5031557,9963.479207920793,2791
ADVENTURING,40,2020,ANIMALS & TRANSPORTATION,1081739,10205.084905660377,572
ADVENTURING,40,2020,ARMS & ARMOUR,10234693,14274.327754532775,4070
ADVENTURING,40,2020,JEWELRY,634848,9919.5,360
ADVENTURING,40,2020,MUSICAL INSTRUMENT,628967,8499.554054054053,375
ADVENTURING,40,2020,POTIONS & SCROLLS,1825047,10311,953
ADVENTURING,40,2020,SUMMONING DEVICE,23546,11773,15
ADVENTURING,40,2020,TOOLS & KITS,3290632,10125.021538461539,1767
ADVENTURING,40,2021,ADVENTURING EQUIPMENT,5473461,10043.047706422018,2980
ADVENTURING,40,2021,ANIMALS & TRANSPORTATION,956976,9569.76,513
ADVENTURING,40,2021,ARMS & ARMOUR,10866667,14784.580952380953,4028
ADVENTURING,40,2021,JEWELRY,708296,10731.757575757576,379
ADVENTURING,40,2021,MUSICAL INSTRUMENT,747708,8694.279069767443,426
ADVENTURING,40,2021,POTIONS & SCROLLS,1709453,9824.442528735632,899
ADVENTURING,40,2021,SUMMONING DEVICE,29634,9878,11
ADVENTURING,40,2021,TOOLS & KITS,3281899,9855.552552552552,1851
ADVENTURING,40,2022,ADVENTURING EQUIPMENT,4919829,9646.723529411765,2829
ADVENTURING,40,2022,ANIMALS & TRANSPORTATION,1254286,10034.288,681
ADVENTURING,40,2022,ARMS & ARMOUR,11444520,14691.296534017973,4259
ADVENTURING,40,2022,JEWELRY,560162,9034.870967741936,296
ADVENTURING,40,2022,MUSICAL INSTRUMENT,750002,10416.694444444445,392
ADVENTURING,40,2022,POTIONS & SCROLLS,1620989,9005.494444444445,934
ADVENTURING,40,2022,SUMMONING DEVICE,21256,10628,19
ADVENTURING,40,2022,TOOLS & KITS,3060088,9653.274447949527,1706
ADVENTURING,40,2023,ADVENTURING EQUIPMENT,5690411,10383.961678832116,3059
ADVENTURING,40,2023,ANIMALS & TRANSPORTATION,970051,9798.494949494949,485
ADVENTURING,40,2023,ARMS & ARMOUR,6996183,12125.100519930676,2980
ADVENTURING,40,2023,JEWELRY,458210,9351.224489795919,245
ADVENTURING,40,2023,MUSICAL INSTRUMENT,782102,9094.209302325582,502
ADVENTURING,40,2023,POTIONS & SCROLLS,1696558,9694.617142857143,962
ADVENTURING,40,2023,SUMMONING DEVICE,65399,16349.75,20
ADVENTURING,40,2023,TOOLS & KITS,3230039,9362.43188405797,1858
ADVENTURING,41,2019,ADVENTURING EQUIPMENT,5670547,10481.60258780037,3101
ADVENTURING,41,2019,ANIMALS & TRANSPORTATION,1148595,10635.138888888889,582
ADVENTURING,41,2019,ARMS & ARMOUR,7307382,11417.784375,3367
ADVENTURING,41,2019,JEWELRY,642648,10710.8,298
ADVENTURING,41,2019,MUSICAL INSTRUMENT,734068,10956.23880597015,376
ADVENTURING,41,2019,POTIONS & SCROLLS,1859506,10273.513812154697,992
ADVENTURING,41,2019,SUMMONING DEVICE,24627,8209,14
ADVENTURING,41,2019,TOOLS & KITS,2845798,9813.096551724138,1566
ADVENTURING,41,2020,ADVENTURING EQUIPMENT,5540391,10073.438181818181,3099
ADVENTURING,41,2020,ANIMALS & TRANSPORTATION,1231917,10097.680327868853,657
ADVENTURING,41,2020,ARMS & ARMOUR,10908442,14093.594315245478,4152
ADVENTURING,41,2020,JEWELRY,714889,11347.444444444445,371
ADVENTURING,41,2020,MUSICAL INSTRUMENT,881946,10888.222222222223,427
ADVENTURING,41,2020,POTIONS & SCROLLS,1930938,10056.96875,1018
ADVENTURING,41,2020,SUMMONING DEVICE,55886,13971.5,21
ADVENTURING,41,2020,TOOLS & KITS,3346858,10020.532934131737,1777
ADVENTURING,41,2021,ADVENTURING EQUIPMENT,5642348,10093.6457960644,3110
ADVENTURING,41,2021,ANIMALS & TRANSPORTATION,1016873,9503.485981308411,584
ADVENTURING,41,2021,ARMS & ARMOUR,11301069,15230.551212938006,4030
ADVENTURING,41,2021,JEWELRY,547961,10147.425925925925,263
ADVENTURING,41,2021,MUSICAL INSTRUMENT,814904,9701.238095238095,429
ADVENTURING,41,2021,POTIONS & SCROLLS,1827369,9419.427835051547,1035
ADVENTURING,41,2021,SUMMONING DEVICE,51195,10239,19
ADVENTURING,41,2021,TOOLS & KITS,3320829,9767.144117647058,1867
ADVENTURING,41,2022,ADVENTURING EQUIPMENT,5037385,9975.019801980197,2824
ADVENTURING,41,2022,ANIMALS & TRANSPORTATION,1391253,11219.782258064517,671
ADVENTURING,41,2022,ARMS & ARMOUR,8609225,13004.871601208459,3646
ADVENTURING,41,2022,JEWELRY,601201,10930.927272727273,300
ADVENTURING,41,2022,MUSICAL INSTRUMENT,741896,9891.946666666667,431
ADVENTURING,41,2022,POTIONS & SCROLLS,2021728,10421.278350515464,1032
ADVENTURING,41,2022,SUMMONING DEVICE,33020,11006.666666666666,12
ADVENTURING,41,2022,TOOLS & KITS,3124090,10077.709677419354,1739
ADVENTURING,41,2023,ADVENTURING EQUIPMENT,5673891,9649.474489795919,3222
ADVENTURING,41,2023,ANIMALS & TRANSPORTATION,1210859,10715.566371681416,614
ADVENTURING,41,2023,ARMS & ARMOUR,7071791,12256.13691507799,3093
ADVENTURING,41,2023,JEWELRY,766546,10796.422535211268,384
ADVENTURING,41,2023,MUSICAL INSTRUMENT,1028767,9797.780952380952,577
ADVENTURING,41,2023,POTIONS & SCROLLS,2110548,9816.502325581396,1175
ADVENTURING,41,2023,TOOLS & KITS,3205236,9862.264615384616,1808
ADVENTURING,42,2019,ADVENTURING EQUIPMENT,5076354,9687.698473282442,2919
ADVENTURING,42,2019,ANIMALS & TRANSPORTATION,850579,10247.939759036144,458
ADVENTURING,42,2019,ARMS & ARMOUR,8994038,12922.468390804597,3755
ADVENTURING,42,2019,JEWELRY,730170,10737.79411764706,445
ADVENTURING,42,2019,MUSICAL INSTRUMENT,720252,9353.922077922078,413
ADVENTURING,42,2019,POTIONS & SCROLLS,1629015,8711.310160427807,958
ADVENTURING,42,2019,SUMMONING DEVICE,17951,8975.5,8
ADVENTURING,42,2019,TOOLS & KITS,2970037,9706.003267973856,1652
ADVENTURING,42,2020,ADVENTURING EQUIPMENT,5111537,9773.493307839388,2956
ADVENTURING,42,2020,ANIMALS & TRANSPORTATION,1065988,9603.495495495496,617
ADVENTURING,42,2020,ARMS & ARMOUR,9902357,13309.619623655914,4111
ADVENTURING,42,2020,JEWELRY,589193,9352.269841269841,318
ADVENTURING,42,2020,MUSICAL INSTRUMENT,790105,9876.3125,485
ADVENTURING,42,2020,POTIONS & SCROLLS,1834442,9706.042328042327,1024
ADVENTURING,42,2020,SUMMONING DEVICE,36134,12044.666666666666,21
ADVENTURING,42,2020,TOOLS & KITS,3455567,10074.539358600583,1863
ADVENTURING,42,2021,ADVENTURING EQUIPMENT,5962246,10590.134991119005,3245
ADVENTURING,42,2021,ANIMALS & TRANSPORTATION,1102259,10398.669811320755,546
ADVENTURING,42,2021,ARMS & ARMOUR,10996160,15001.582537517053,3964
ADVENTURING,42,2021,JEWELRY,753123,10914.826086956522,374
ADVENTURING,42,2021,MUSICAL INSTRUMENT,818546,9744.595238095239,430
ADVENTURING,42,2021,POTIONS & SCROLLS,1995200,10127.918781725888,1057
ADVENTURING,42,2021,SUMMONING DEVICE,32352,8088,15
ADVENTURING,42,2021,TOOLS & KITS,3474894,10311.258160237388,1864
ADVENTURING,42,2022,ADVENTURING EQUIPMENT,5016183,9536.46958174905,2878
ADVENTURING,42,2022,ANIMALS & TRANSPORTATION,856313,8919.927083333334,580
ADVENTURING,42,2022,ARMS & ARMOUR,9009184,13547.645112781955,3622
ADVENTURING,42,2022,JEWELRY,734579,9794.386666666667,413
ADVENTURING,42,2022,MUSICAL INSTRUMENT,757084,9232.731707317073,408
ADVENTURING,42,2022,POTIONS & SCROLLS,1754040,9280.63492063492,948
ADVENTURING,42,2022,SUMMONING DEVICE,54307,13576.75,30
ADVENTURING,42,2022,TOOLS & KITS,3054245,9604.544025157233,1700
ADVENTURING,42,2023,ADVENTURING EQUIPMENT,5464406,9899.286231884058,3020
ADVENTURING,42,2023,ANIMALS & TRANSPORTATION,979945,10207.760416666666,521
ADVENTURING,42,2023,ARMS & ARMOUR,7538498,12585.13856427379,3262
ADVENTURING,42,2023,JEWELRY,757544,9589.164556962025,434
ADVENTURING,42,2023,MUSICAL INSTRUMENT,577332,8247.6,362
ADVENTURING,42,2023,POTIONS & SCROLLS,1642431,9604.859649122807,946
ADVENTURING,42,2023,SUMMONING DEVICE,7334,7334,1
ADVENTURING,42,2023,TOOLS & KITS,3394981,9783.806916426513,1824
ADVENTURING,43,2019,ADVENTURING EQUIPMENT,5703939,10408.647810218978,3113
ADVENTURING,43,2019,ANIMALS & TRANSPORTATION,1147141,10062.640350877193,668
ADVENTURING,43,2019,ARMS & ARMOUR,8297499,12007.958031837916,3678
ADVENTURING,43,2019,JEWELRY,894647,11045.024691358025,462
ADVENTURING,43,2019,MUSICAL INSTRUMENT,878323,9546.989130434782,504
ADVENTURING,43,2019,POTIONS & SCROLLS,1951303,10780.67955801105,942
ADVENTURING,43,2019,SUMMONING DEVICE,26847,8949,13
ADVENTURING,43,2019,TOOLS & KITS,3442639,10036.848396501458,1873
ADVENTURING,43,2020,ADVENTURING EQUIPMENT,5619035,10424.925788497218,2919
ADVENTURING,43,2020,ANIMALS & TRANSPORTATION,1161322,9759.008403361344,643
ADVENTURING,43,2020,ARMS & ARMOUR,10305858,13632.087301587302,4144
ADVENTURING,43,2020,JEWELRY,568041,9467.35,319
ADVENTURING,43,2020,MUSICAL INSTRUMENT,943101,9526.272727272728,562
ADVENTURING,43,2020,POTIONS & SCROLLS,2099683,10242.356097560976,1123
ADVENTURING,43,2020,SUMMONING DEVICE,55447,13861.75,25
ADVENTURING,43,2020,TOOLS & KITS,3532054,9977.553672316384,1946
ADVENTURING,43,2021,ADVENTURING EQUIPMENT,5968915,10185.861774744028,3174
ADVENTURING,43,2021,ANIMALS & TRANSPORTATION,1076865,10455,580
ADVENTURING,43,2021,ARMS & ARMOUR,10637257,14164.123834886817,4249
ADVENTURING,43,2021,JEWELRY,678861,11314.35,337
ADVENTURING,43,2021,MUSICAL INSTRUMENT,856387,10075.141176470588,447
ADVENTURING,43,2021,POTIONS & SCROLLS,2168939,9858.813636363637,1153
ADVENTURING,43,2021,SUMMONING DEVICE,38967,7793.4,18
ADVENTURING,43,2021,TOOLS & KITS,3504352,10041.123209169054,1928
ADVENTURING,43,2022,ADVENTURING EQUIPMENT,5490087,10036.722120658136,3044
ADVENTURING,43,2022,ANIMALS & TRANSPORTATION,1097491,10161.953703703704,619
ADVENTURING,43,2022,ARMS & ARMOUR,11005806,14852.63967611336,4240
ADVENTURING,43,2022,JEWELRY,701598,10022.828571428572,366
ADVENTURING,43,2022,MUSICAL INSTRUMENT,611975,10199.583333333334,323
ADVENTURING,43,2022,POTIONS & SCROLLS,1976308,9735.507389162562,1097
ADVENTURING,43,2022,TOOLS & KITS,3123730,9523.567073170732,1704
ADVENTURING,43,2023,ADVENTURING EQUIPMENT,5695813,10116.896980461812,3160
ADVENTURING,43,2023,ANIMALS & TRANSPORTATION,1118939,10172.172727272728,587
ADVENTURING,43,2023,ARMS & ARMOUR,5548812,11706.354430379746,2678
ADVENTURING,43,2023,JEWELRY,711354,10309.478260869566,364
ADVENTURING,43,2023,MUSICAL INSTRUMENT,660826,9307.408450704226,413
ADVENTURING,43,2023,POTIONS & SCROLLS,1916416,9534.407960199005,1130
ADVENTURING,43,2023,SUMMONING DEVICE,29618,29618,8
ADVENTURING,43,2023,TOOLS & KITS,3137117,9865.147798742139,1772
ADVENTURING,44,2019,ADVENTURING EQUIPMENT,5517139,9747.595406360424,3129
ADVENTURING,44,2019,ANIMALS & TRANSPORTATION,912679,10490.563218390804,496
ADVENTURING,44,2019,ARMS & ARMOUR,7394633,12004.27435064935,3324
ADVENTURING,44,2019,JEWELRY,915205,11440.0625,481
ADVENTURING,44,2019,MUSICAL INSTRUMENT,837953,9208.274725274725,479
ADVENTURING,44,2019,POTIONS & SCROLLS,1985437,9828.89603960396,1147
ADVENTURING,44,2019,SUMMONING DEVICE,42432,14144,19
ADVENTURING,44,2019,TOOLS & KITS,3261834,9944.615853658537,1781
ADVENTURING,44,2020,ADVENTURING EQUIPMENT,5379594,10266.400763358779,2904
ADVENTURING,44,2020,ANIMALS & TRANSPORTATION,1125132,9956.920353982301,642
ADVENTURING,44,2020,ARMS & ARMOUR,9208086,13364.420899854862,3764
ADVENTURING,44,2020,JEWELRY,629405,10667.881355932202,310
ADVENTURING,44,2020,MUSICAL INSTRUMENT,844079,10684.54430379747,453
ADVENTURING,44,2020,POTIONS & SCROLLS,1725996,10034.860465116279,952
ADVENTURING,44,2020,SUMMONING DEVICE,23117,11558.5,12
ADVENTURING,44,2020,TOOLS & KITS,2752351,10045.076642335767,1577
ADVENTURING,44,2021,ADVENTURING EQUIPMENT,5531445,10130.851648351649,3049
ADVENTURING,44,2021,ANIMALS & TRANSPORTATION,1270121,10949.318965517241,661
ADVENTURING,44,2021,ARMS & ARMOUR,9548603,13336.037709497206,3908
ADVENTURING,44,2021,JEWELRY,685204,9930.492753623188,358
ADVENTURING,44,2021,MUSICAL INSTRUMENT,1094792,11524.126315789474,506
ADVENTURING,44,2021,POTIONS & SCROLLS,2022951,10374.107692307693,1087
ADVENTURING,44,2021,SUMMONING DEVICE,45971,9194.2,28
ADVENTURING,44,2021,TOOLS & KITS,3135386,9737.223602484471,1788
ADVENTURING,44,2022,ADVENTURING EQUIPMENT,5715894,9923.427083333334,3103
ADVENTURING,44,2022,ANIMALS & TRANSPORTATION,935762,10171.326086956522,475
ADVENTURING,44,2022,ARMS & ARMOUR,8705846,13091.497744360902,3770
ADVENTURING,44,2022,JEWELRY,737704,11349.292307692307,394
ADVENTURING,44,2022,MUSICAL INSTRUMENT,779933,9396.783132530121,459
ADVENTURING,44,2022,POTIONS & SCROLLS,1959055,9795.275,1040
ADVENTURING,44,2022,SUMMONING DEVICE,29989,14994.5,17
ADVENTURING,44,2022,TOOLS & KITS,3587460,10220.68376068376,1986
ADVENTURING,44,2023,ADVENTURING EQUIPMENT,5737920,10375.985533453888,3029
ADVENTURING,44,2023,ANIMALS & TRANSPORTATION,1224552,10466.25641025641,620
ADVENTURING,44,2023,ARMS & ARMOUR,5756230,10504.069343065694,3045
ADVENTURING,44,2023,JEWELRY,641361,10021.265625,341
ADVENTURING,44,2023,MUSICAL INSTRUMENT,739745,9132.6543209876545,439
ADVENTURING,44,2023,POTIONS & SCROLLS,1910036,9695.614213197969,1094
ADVENTURING,44,2023,SUMMONING DEVICE,53007,8834.5,32
ADVENTURING,44,2023,TOOLS & KITS,3452147,9406.395095367847,1976
ADVENTURING,45,2019,ADVENTURING EQUIPMENT,4972964,10274.719008264463,2774
ADVENTURING,45,2019,ANIMALS & TRANSPORTATION,948578,9679.367346938776,543
ADVENTURING,45,2019,ARMS & ARMOUR,8062624,12461.551777434312,3714
ADVENTURING,45,2019,JEWELRY,551528,10814.274509803921,284
ADVENTURING,45,2019,MUSICAL INSTRUMENT,728842,9590.026315789473,381
ADVENTURING,45,2019,POTIONS & SCROLLS,2105879,9485.941441441442,1298
ADVENTURING,45,2019,SUMMONING DEVICE,32555,16277.5,9
ADVENTURING,45,2019,TOOLS & KITS,2879223,10246.345195729536,1582
ADVENTURING,45,2020,ADVENTURING EQUIPMENT,5448527,9746.91771019678,2981
ADVENTURING,45,2020,ANIMALS & TRANSPORTATION,1160169,9432.268292682927,635
ADVENTURING,45,2020,ARMS & ARMOUR,10891333,13380.015970515971,4322
ADVENTURING,45,2020,JEWELRY,705962,11030.65625,361
ADVENTURING,45,2020,MUSICAL INSTRUMENT,937091,10771.16091954023,495
ADVENTURING,45,2020,POTIONS & SCROLLS,2140999,10293.264423076924,1135
ADVENTURING,45,2020,SUMMONING DEVICE,44969,14989.666666666666,11
ADVENTURING,45,2020,TOOLS & KITS,3109328,9933.955271565495,1731
ADVENTURING,45,2021,ADVENTURING EQUIPMENT,5230686,10059.011538461538,2897
ADVENTURING,45,2021,ANIMALS & TRANSPORTATION,1173993,9783.275,659
ADVENTURING,45,2021,ARMS & ARMOUR,10599391,14865.90603085554,3902
ADVENTURING,45,2021,JEWELRY,817291,10614.16883116883,410
ADVENTURING,45,2021,MUSICAL INSTRUMENT,631728,9870.75,339
ADVENTURING,45,2021,POTIONS & SCROLLS,1610754,10130.528301886792,872
ADVENTURING,45,2021,SUMMONING DEVICE,32871,10957,12
ADVENTURING,45,2021,TOOLS & KITS,3111942,10038.522580645162,1713
ADVENTURING,45,2022,ADVENTURING EQUIPMENT,4676101,9504.270325203252,2708
ADVENTURING,45,2022,ANIMALS & TRANSPORTATION,1217481,9979.352459016394,631
ADVENTURING,45,2022,ARMS & ARMOUR,9348787,13490.31313131313,3708
ADVENTURING,45,2022,JEWELRY,676042,10563.15625,311
ADVENTURING,45,2022,MUSICAL INSTRUMENT,920717,9900.182795698925,502
ADVENTURING,45,2022,POTIONS & SCROLLS,1875307,9519.324873096446,1133
ADVENTURING,45,2022,TOOLS & KITS,3279111,9847.18018018018,1790
ADVENTURING,45,2023,ADVENTURING EQUIPMENT,5878388,10223.28347826087,3109
ADVENTURING,45,2023,ANIMALS & TRANSPORTATION,1291754,11040.632478632479,658
ADVENTURING,45,2023,ARMS & ARMOUR,5987204,11026.158379373848,2956
ADVENTURING,45,2023,JEWELRY,770197,10697.180555555555,393
ADVENTURING,45,2023,MUSICAL INSTRUMENT,893880,10043.595505617977,534
ADVENTURING,45,2023,POTIONS & SCROLLS,1958549,10417.813829787234,1065
ADVENTURING,45,2023,SUMMONING DEVICE,42903,14301,22
ADVENTURING,45,2023,TOOLS & KITS,3420575,10241.24251497006,1768
ADVENTURING,46,2019,ADVENTURING EQUIPMENT,5666077,10415.582720588236,3053
ADVENTURING,46,2019,ANIMALS & TRANSPORTATION,1294598,10788.316666666668,692
ADVENTURING,46,2019,ARMS & ARMOUR,6821182,11580.95415959253,3132
ADVENTURING,46,2019,JEWELRY,639553,10151.63492063492,350
